"aircraft_serial_number","ata_chapter","ata_description","jasc_code","operator_control_number","failed_part","severity","jasc_description"
30599,53,"Fuselage","5320","AALA202404165473","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30903,52,"Doors","5250","AALA202404241448","door",0,"FIXED INNER DOORS"
31229,33,"Lights","3350","AALA202502104415","CND",1,"EMERGENCY LIGHTING"
31091,52,"Doors","5250","AALA202502053872","door",0,"FIXED INNER DOORS"
31173,52,"Doors","5250","AALA202404173369","hinge",0,"FIXED INNER DOORS"
29520,73,"Engine - Fuel And Control","7310","AALA202404261990","engine",3,"ENGINE FUEL DISTRIBUTION"
33521,28,"Fuel","2810","AALA202406127325","other",3,"FUEL STORAGE"
30092,53,"Fuselage","5330","AALA202502249221","other",0,"FUSELAGE MAIN, PLATE/SKIN"
29504,52,"Doors","5210","AALA202404303142","CND",3,"PASSENGER/CREW DOORS"
31145,53,"Fuselage","5320","AALA202405132357","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31111,25,"Equipment / Furnishings","2560","AALA202404028188","battery",1,"EMERGENCY EQUIPMENT"
29574,52,"Doors","5250","AALA202404094048","door",0,"FIXED INNER DOORS"
33203,25,"Equipment / Furnishings","2560","AALA202404106440","door",1,"EMERGENCY EQUIPMENT"
30905,52,"Doors","5210","AALA202404121087","CND",0,"PASSENGER/CREW DOORS"
29505,53,"Fuselage","5320","AALA202404164248","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29522,21,"Air Conditioning","2120","AALA202404293290","fan",3,"AIR DISTRIBUTION SYSTEM"
29515,52,"Doors","5210","AALA202404299488","door",0,"PASSENGER/CREW DOORS"
31169,25,"Equipment / Furnishings","2560","AALA202404294295","other",1,"EMERGENCY EQUIPMENT"
29574,52,"Doors","5250","AALA202404299915","CND",0,"FIXED INNER DOORS"
30096,53,"Fuselage","5320","AALA202404307459","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30096,53,"Fuselage","5320","AALA202404305823","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33340,52,"Doors","5250","AALA202404290987","door",0,"FIXED INNER DOORS"
33315,55,"Stabilizers","5510","AALA202404161206","other",0,"HORIZONTAL STABILIZER STRUCTURE"
33229,33,"Lights","3350","AALA202404171135","other",1,"EMERGENCY LIGHTING"
30096,53,"Fuselage","5320","AALA202404301199","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30096,53,"Fuselage","5320","AALA202404302130","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30908,55,"Stabilizers","5510","AALA202405015908","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29574,52,"Doors","5250","AALA202405012108","latch",0,"FIXED INNER DOORS"
40583,25,"Equipment / Furnishings","2560","AALA202404082792","door",1,"EMERGENCY EQUIPMENT"
40764,28,"Fuel","2840","AALA202405067118","compensator",3,"ACFT FUEL INDICATING SYSTEM"
29529,33,"Lights","3350","AALA202404090498","other",1,"EMERGENCY LIGHTING"
31218,29,"Hydraulic Power","2910","AALA202404083414","CND",3,"HYDRAULIC SYSTEM, MAIN"
30089,33,"Lights","3350","AALA202404081799","other",1,"EMERGENCY LIGHTING"
30083,53,"Fuselage","5310","AALA202404092803","other",0,"FUSELAGE MAIN, STRUCTURE"
31145,53,"Fuselage","5310","AALA202405095153","other",0,"FUSELAGE MAIN, STRUCTURE"
29512,33,"Lights","3350","AALA202404101476","other",1,"EMERGENCY LIGHTING"
33205,52,"Doors","5250","AALA202404105779","CND",0,"FIXED INNER DOORS"
44464,25,"Equipment / Furnishings","2560","AALA202404111117","door",1,"EMERGENCY EQUIPMENT"
29505,53,"Fuselage","5320","AALA202404169123","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29522,38,"Water / Waste","3830","AALA202404297526","fan",1,"WASTE DISPOSAL SYSTEM"
31192,25,"Equipment / Furnishings","2560","AALA202404297942","other",1,"EMERGENCY EQUIPMENT"
31210,57,"Wings","5750","AALA202404302126","other",0,"WING, CONTROL SURFACES"
29506,32,"Landing Gear","3200","AALA202404266693","CND",3,"LANDING GEAR SYSTEM"
30091,53,"Fuselage","5330","AALA202502251010","other",0,"FUSELAGE MAIN, PLATE/SKIN"
30599,53,"Fuselage","5320","AALA202404184929","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29562,33,"Lights","3350","AALA202404052825","CND",1,"EMERGENCY LIGHTING"
44456,53,"Fuselage","5340","AALA202404080871","hinge",0,"FUSELAGE MAIN, ATTACH FITTINGS"
31097,28,"Fuel","2820","AALA202404223677","switch",3,"ACFT FUEL DISTRIB. SYSTEM"
29505,53,"Fuselage","5320","AALA202404168000","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33207,33,"Lights","3350","AALA202404231454","other",3,"EMERGENCY LIGHTING"
33241,28,"Fuel","2810","AALA202404243737","CND",3,"FUEL STORAGE"
30599,53,"Fuselage","5320","AALA202404248829","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30904,33,"Lights","3350","AALA202404162498","panel",1,"EMERGENCY LIGHTING"
31085,34,"Navigation","3440","AALA202404172128","other",3,"INDEPENDENT POS. DETERMINING SYSTEM"
30096,52,"Doors","5250","AALA202404175204","door",0,"FIXED INNER DOORS"
30599,53,"Fuselage","5310","AALA202404181554","wheel",0,"FUSELAGE MAIN, STRUCTURE"
33521,28,"Fuel","2820","AALA202404090996","probe",3,"ACFT FUEL DISTRIB. SYSTEM"
29522,38,"Water / Waste","3830","AALA202404299498","fan",3,"WASTE DISPOSAL SYSTEM"
30085,53,"Fuselage","5340","AALA202404296897","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
31156,52,"Doors","5250","AALA202404300725","door",0,"FIXED INNER DOORS"
31218,33,"Lights","3350","AALA202502125654","battery",1,"EMERGENCY LIGHTING"
31103,52,"Doors","5250","AALA202404305868","latch",0,"FIXED INNER DOORS"
33208,27,"Flight Controls","2700","AALA202404308556","control unit",3,"FLIGHT CONTROL SYSTEM"
29543,53,"Fuselage","5320","AALA202505290583","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44469,52,"Doors","5250","AALA202404091456","CND",0,"FIXED INNER DOORS"
40762,52,"Doors","5250","AALA202404039025","CND",0,"FIXED INNER DOORS"
40764,28,"Fuel","2840","AALA202405063642","compensator",3,"ACFT FUEL INDICATING SYSTEM"
33319,52,"Doors","5250","AALA202405065353","door",0,"FIXED INNER DOORS"
29505,33,"Lights","3350","AALA202404080068","door",1,"EMERGENCY LIGHTING"
31163,52,"Doors","5250","AALA202404083434","door",0,"FIXED INNER DOORS"
33521,28,"Fuel","2820","AALA202404099508","probe",3,"ACFT FUEL DISTRIB. SYSTEM"
29577,33,"Lights","3350","AALA202404098001","other",1,"EMERGENCY LIGHTING"
30916,33,"Lights","3350","AALA202404108036","pack",1,"EMERGENCY LIGHTING"
30083,53,"Fuselage","5340","AALA202404157817","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
31073,52,"Doors","5250","AALA202404157882","CND",0,"FIXED INNER DOORS"
33229,53,"Fuselage","5320","AALA202503138239","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30828,53,"Fuselage","5320","AALA202503262596","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29534,52,"Doors","5250","AALA202404220832","latch",0,"FIXED INNER DOORS"
31097,28,"Fuel","2820","AALA202404220659","switch",3,"ACFT FUEL DISTRIB. SYSTEM"
30599,53,"Fuselage","5320","AALA202404240399","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30599,53,"Fuselage","5320","AALA202404248722","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44478,52,"Doors","5250","AALA202503148896","door",0,"FIXED INNER DOORS"
33239,28,"Fuel","2810","AALA202404159714","CND",3,"FUEL STORAGE"
30599,25,"Equipment / Furnishings","2560","AALA202404245208","door",1,"EMERGENCY EQUIPMENT"
40764,28,"Fuel","2840","AALA202405069350","compensator",3,"ACFT FUEL INDICATING SYSTEM"
29534,33,"Lights","3350","AALA202404082076","pack",1,"EMERGENCY LIGHTING"
68115,52,"Doors","5250","AALA202404080217","CND",0,"FIXED INNER DOORS"
29519,29,"Hydraulic Power","2910","AALA202404105208","control unit",3,"HYDRAULIC SYSTEM, MAIN"
31261,25,"Equipment / Furnishings","2560","AALA202404157693","battery",1,"EMERGENCY EQUIPMENT"
29505,53,"Fuselage","5320","AALA202404167393","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30083,53,"Fuselage","5320","AALA202404163000","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29534,53,"Fuselage","5320","AALA202404167459","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31219,52,"Doors","5250","AALA202404248353","CND",0,"FIXED INNER DOORS"
29534,51,"Standard Practices And Structures - General","5100","AALA202404177077","other",0,"STANDARD PRACTICES/STRUCTURES"
29505,54,"Nacelles/Pylons","5410","AALA202404178451","panel",0,"NACELLE/PYLON, MAIN FRAME"
33521,28,"Fuel","2800","AALA202404042322","CND",1,"AIRCRAFT FUEL SYSTEM"
29520,73,"Engine - Fuel And Control","7310","AALA202404263232","engine",3,"ENGINE FUEL DISTRIBUTION"
30083,53,"Fuselage","5310","AALA202404267287","other",0,"FUSELAGE MAIN, STRUCTURE"
29546,25,"Equipment / Furnishings","2530","AALA202404261223","oven",1,"BUFFET/GALLEYS"
33318,52,"Doors","5250","AALA202404308467","CND",0,"FIXED INNER DOORS"
30599,53,"Fuselage","5310","AALA202405016985","other",0,"FUSELAGE MAIN, STRUCTURE"
30905,52,"Doors","5210","AALA202404021087","CND",0,"PASSENGER/CREW DOORS"
29518,54,"Nacelles/Pylons","5410","AALA202404100149","engine",0,"NACELLE/PYLON, MAIN FRAME"
31189,52,"Doors","5250","AALA202404159920","door",0,"FIXED INNER DOORS"
29508,33,"Lights","3350","AALA202404222291","other",1,"EMERGENCY LIGHTING"
29521,52,"Doors","5250","AALA202404235200","door",0,"FIXED INNER DOORS"
29505,53,"Fuselage","5320","AALA202404167390","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29534,53,"Fuselage","5330","AALA202404259249","door",0,"FUSELAGE MAIN, PLATE/SKIN"
29522,21,"Air Conditioning","2120","AALA202404296275","fan",3,"AIR DISTRIBUTION SYSTEM"
29521,32,"Landing Gear","3230","AALA202404298576","module",3,"LANDING GEAR RETRACT/EXTEND SYSTEM"
31171,52,"Doors","5250","AALA202404297560","door",0,"FIXED INNER DOORS"
30096,53,"Fuselage","5320","AALA202404300275","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30905,52,"Doors","5250","AALA202405019888","door",0,"FIXED INNER DOORS"
29521,32,"Landing Gear","3230","AALA202405017998","module",3,"LANDING GEAR RETRACT/EXTEND SYSTEM"
33256,52,"Doors","5250","AALA202405010267","door",0,"FIXED INNER DOORS"
30599,53,"Fuselage","5320","AALA202405035374","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31171,53,"Fuselage","5340","AALA202504143451","door",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29558,21,"Air Conditioning","2120","AALA202404083874","CND",3,"AIR DISTRIBUTION SYSTEM"
29513,33,"Lights","3350","AALA202404090145","other",1,"EMERGENCY LIGHTING"
31273,53,"Fuselage","5330","AALA202404102305","door",0,"FUSELAGE MAIN, PLATE/SKIN"
30912,27,"Flight Controls","2750","AALA202404118976","CND",3,"TE FLAP CONTROL SYSTEM"
30912,27,"Flight Controls","2750","AALA202404128976","other",3,"TE FLAP CONTROL SYSTEM"
31145,53,"Fuselage","5320","AALA202405176664","control rod",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31219,52,"Doors","5250","AALA202404246767","door",0,"FIXED INNER DOORS"
31145,53,"Fuselage","5310","AALA202405061874","other",0,"FUSELAGE MAIN, STRUCTURE"
30096,53,"Fuselage","5320","AALA202404302856","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30096,53,"Fuselage","5320","AALA202404302395","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30599,57,"Wings","5710","AALA202405035918","wheel",0,"WING, MAIN FRAME STRUCTURE"
30599,53,"Fuselage","5310","AALA202405039172","other",0,"FUSELAGE MAIN, STRUCTURE"
40764,28,"Fuel","2840","AALA202405062924","compensator",3,"ACFT FUEL INDICATING SYSTEM"
33319,52,"Doors","5250","AALA202405067451","door",0,"FIXED INNER DOORS"
29519,33,"Lights","3350","AALA202404054398","door",1,"EMERGENCY LIGHTING"
31145,53,"Fuselage","5320","AALA202405083008","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30908,55,"Stabilizers","5510","AALA202405086147","other",0,"HORIZONTAL STABILIZER STRUCTURE"
31145,53,"Fuselage","5310","AALA202405096102","other",0,"FUSELAGE MAIN, STRUCTURE"
29577,33,"Lights","3350","AALA202404102737","other",1,"EMERGENCY LIGHTING"
29549,25,"Equipment / Furnishings","2560","AALA202503069958","pack",1,"EMERGENCY EQUIPMENT"
31171,53,"Fuselage","5320","AALA202504141216","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31151,52,"Doors","5250","AALA202504017877","door",0,"FIXED INNER DOORS"
29515,52,"Doors","5250","AALA202504015498","door",0,"FIXED INNER DOORS"
31167,53,"Fuselage","5320","AALA202504037405","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44473,25,"Equipment / Furnishings","2560","AALA202503100463","door",1,"EMERGENCY EQUIPMENT"
29545,53,"Fuselage","5310","AALA202504073887","other",0,"FUSELAGE MAIN, STRUCTURE"
29545,53,"Fuselage","5310","AALA202504070058","other",0,"FUSELAGE MAIN, STRUCTURE"
44454,52,"Doors","5250","AALA202503187448","latch",0,"FIXED INNER DOORS"
29547,33,"Lights","3350","AALA202503188640","other",1,"EMERGENCY LIGHTING"
31145,33,"Lights","3350","AALA202503038217","other",1,"EMERGENCY LIGHTING"
33210,55,"Stabilizers","5520","AALA202503289112","other",0,"ELEVATOR STRUCTURE"
31167,53,"Fuselage","5320","AALA202504158323","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31167,53,"Fuselage","5320","AALA202504157511","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31167,53,"Fuselage","5320","AALA202504153946","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30084,25,"Equipment / Furnishings","2560","AALA202503044083","door",1,"EMERGENCY EQUIPMENT"
40764,52,"Doors","5250","AALA202504026325","door",0,"FIXED INNER DOORS"
31139,25,"Equipment / Furnishings","2560","AALA202505292883","door",1,"EMERGENCY EQUIPMENT"
33521,57,"Wings","5720","AALA202504049776","panel",0,"WING MISCELLANEOUS STRUCTURE"
33521,53,"Fuselage","5310","AALA202504040156","duct",0,"FUSELAGE MAIN, STRUCTURE"
30828,53,"Fuselage","5320","AALA202503172447","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33210,53,"Fuselage","5310","AALA202503170936","other",0,"FUSELAGE MAIN, STRUCTURE"
31172,21,"Air Conditioning","2120","AALA202503172294","pack",3,"AIR DISTRIBUTION SYSTEM"
31171,53,"Fuselage","5320","AALA202505013646","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29573,25,"Equipment / Furnishings","2560","AALA202503251917","other",1,"EMERGENCY EQUIPMENT"
31167,25,"Equipment / Furnishings","2560","AALA202504014883","door",1,"EMERGENCY EQUIPMENT"
31167,53,"Fuselage","5320","AALA202504015612","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40764,52,"Doors","5250","AALA202504016325","CND",0,"FIXED INNER DOORS"
33212,57,"Wings","5710","AALA202504018797","control rod",0,"WING, MAIN FRAME STRUCTURE"
31167,53,"Fuselage","5320","AALA202504020999","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44506,21,"Air Conditioning","2130","AALA202503089000","valve",3,"CABIN PRESSURE CONTROL SYSTEM"
33205,32,"Landing Gear","3230","AALA202503100706","actuator",3,"LANDING GEAR RETRACT/EXTEND SYSTEM"
29518,56,"Windows","5620","AALA202504090535","window",0,"PASSENGER COMPARTMENT WINDOWS"
31241,52,"Doors","5250","AALA202503117525","door",0,"FIXED INNER DOORS"
31127,21,"Air Conditioning","2120","AALA202503242799","other",3,"AIR DISTRIBUTION SYSTEM"
29569,55,"Stabilizers","5510","AALA202503049293","other",0,"HORIZONTAL STABILIZER STRUCTURE"
30091,53,"Fuselage","5310","AALA202503186242","other",0,"FUSELAGE MAIN, STRUCTURE"
30906,33,"Lights","3350","AALA202503197636","other",1,"EMERGENCY LIGHTING"
31218,72,"Engine","7200","AALA202503240627","CND",3,"ENGINE (TURBINE/TURBOPROP)"
31163,53,"Fuselage","5320","AALA202502065569","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31081,52,"Doors","5250","AALA202503252995","latch",0,"FIXED INNER DOORS"
29541,32,"Landing Gear","3260","AALA202503262956","CND",3,"LANDING GEAR POSITION AND WARNING"
30092,55,"Stabilizers","5510","AALA202502247127","other",0,"HORIZONTAL STABILIZER STRUCTURE"
33211,52,"Doors","5250","AALA202503062249","latch",0,"FIXED INNER DOORS"
31269,21,"Air Conditioning","2150","AALA202502192721","duct",3,"CABIN COOLING SYSTEM"
33521,52,"Doors","5210","AALA202504031979","control rod",0,"PASSENGER/CREW DOORS"
29521,53,"Fuselage","5320","AALA202503071170","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29567,52,"Doors","5250","AALA202503109229","door",0,"FIXED INNER DOORS"
30091,55,"Stabilizers","5510","AALA202502241440","other",0,"HORIZONTAL STABILIZER STRUCTURE"
33486,53,"Fuselage","5320","AALA202504074644","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29509,32,"Landing Gear","3240","AALA202503127543","CND",3,"LANDING GEAR BRAKE SYSTEM"
30828,25,"Equipment / Furnishings","2560","AALA202504102846","control rod",1,"EMERGENCY EQUIPMENT"
31091,52,"Doors","5250","AALA202503185932","door",0,"FIXED INNER DOORS"
29573,25,"Equipment / Furnishings","2560","AALA202503170420","other",1,"EMERGENCY EQUIPMENT"
44448,25,"Equipment / Furnishings","2560","AALA202503207592","door",1,"EMERGENCY EQUIPMENT"
31171,53,"Fuselage","5340","AALA202504142620","door",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29518,56,"Windows","5630","AALA202504142804","window",0,"DOOR WINDOWS"
33210,33,"Lights","3350","AALA202503255658","door",1,"EMERGENCY LIGHTING"
31167,53,"Fuselage","5320","AALA202504151502","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29532,33,"Lights","3350","AALA202503032521","other",1,"EMERGENCY LIGHTING"
31151,52,"Doors","5250","AALA202503287877","CND",0,"FIXED INNER DOORS"
33210,57,"Wings","5750","AALA202503285532","other",0,"WING, CONTROL SURFACES"
33248,53,"Fuselage","5310","AALA202503313870","panel",0,"FUSELAGE MAIN, STRUCTURE"
40583,27,"Flight Controls","2750","AALA202503058255","sensor",3,"TE FLAP CONTROL SYSTEM"
40583,27,"Flight Controls","2750","AALA202503056812","sensor",3,"TE FLAP CONTROL SYSTEM"
31127,72,"Engine","7210","AALA202504029093","other",3,"TURBINE ENGINE REDUCTION GEAR"
33321,53,"Fuselage","5320","AALA202503055493","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33220,33,"Lights","3350","AALA202503068533","other",1,"EMERGENCY LIGHTING"
30828,53,"Fuselage","5320","AALA202503069673","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29521,53,"Fuselage","5320","AALA202503078947","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30081,28,"Fuel","2820","AALA202503100580","filter",1,"ACFT FUEL DISTRIB. SYSTEM"
29507,32,"Landing Gear","3240","AALA202503118282","CND",2,"LANDING GEAR BRAKE SYSTEM"
33521,53,"Fuselage","5330","AALA202504042393","panel",0,"FUSELAGE MAIN, PLATE/SKIN"
33323,52,"Doors","5250","AALA202503126031","latch",0,"FIXED INNER DOORS"
29541,25,"Equipment / Furnishings","2560","AALA202503125936","door",1,"EMERGENCY EQUIPMENT"
29573,53,"Fuselage","5320","AALA202503139394","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30599,33,"Lights","3350","AALA202502261817","other",1,"EMERGENCY LIGHTING"
31158,32,"Landing Gear","3260","AALA202503132003","CND",2,"LANDING GEAR POSITION AND WARNING"
44478,25,"Equipment / Furnishings","2560","AALA202503136480","door",1,"EMERGENCY EQUIPMENT"
29547,21,"Air Conditioning","2160","AALA202502137679","pack",3,"CABIN TEMPERATURE CONTROL SYSTEM"
29573,53,"Fuselage","5320","AALA202503051297","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40762,32,"Landing Gear","3230","AALA202503174907","switch",3,"LANDING GEAR RETRACT/EXTEND SYSTEM"
31171,53,"Fuselage","5320","AALA202505011542","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31171,53,"Fuselage","5320","AALA202505019189","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33340,24,"Electrical Power","2400","AALA202503202911","control unit",3,"ELECTRICAL POWER SYSTEM"
31099,28,"Fuel","2820","AALA202503140268","CND",1,"ACFT FUEL DISTRIB. SYSTEM"
31127,21,"Air Conditioning","2120","AALA202503240076","CND",3,"AIR DISTRIBUTION SYSTEM"
31167,53,"Fuselage","5310","AALA202503248633","panel",0,"FUSELAGE MAIN, STRUCTURE"
33210,55,"Stabilizers","5520","AALA202503287087","other",0,"ELEVATOR STRUCTURE"
31205,28,"Fuel","2840","AALA202504018103","CND",3,"ACFT FUEL INDICATING SYSTEM"
31089,53,"Fuselage","5330","AALA202503062494","door",0,"FUSELAGE MAIN, PLATE/SKIN"
31244,56,"Windows","5610","AALA202503075109","window",3,"FLIGHT COMPARTMENT WINDOWS"
29521,53,"Fuselage","5320","AALA202503078239","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30081,28,"Fuel","2820","AALA202503106564","filter",1,"ACFT FUEL DISTRIB. SYSTEM"
33229,53,"Fuselage","5310","AALA202503108371","duct",0,"FUSELAGE MAIN, STRUCTURE"
29522,34,"Navigation","3420","AALA202503112076","other",3,"ATTITUDE AND DIRECTION DATA SYSTEM"
29503,53,"Fuselage","5320","AALA202503126535","door",3,"FUSELAGE MISCELLANEOUS STRUCTURE"
30828,25,"Equipment / Furnishings","2560","AALA202504109668","control rod",1,"EMERGENCY EQUIPMENT"
33486,53,"Fuselage","5320","AALA202504119507","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31171,53,"Fuselage","5320","AALA202505016604","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31171,53,"Fuselage","5310","AALA202505013865","other",0,"FUSELAGE MAIN, STRUCTURE"
30918,25,"Equipment / Furnishings","2560","AALA202503212194","other",1,"EMERGENCY EQUIPMENT"
31160,28,"Fuel","2820","AALA202503216347","CND",1,"ACFT FUEL DISTRIB. SYSTEM"
31167,53,"Fuselage","5320","AALA202504158003","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30097,49,"Airborne Auxiliary Power","4950","AALA202504012772","switch",3,"APU BLEED AIR SYSTEM"
31218,79,"Oil","7920","AALA202504011909","servo",3,"ENGINE OIL DISTRIBUTION (AIRFRAME)"
30906,52,"Doors","5220","AALA202503181731","latch",0,"EMERGENCY EXITS"
29529,53,"Fuselage","5330","AALA202505091932","other",0,"FUSELAGE MAIN, PLATE/SKIN"
