"aircraft_serial_number","ata_chapter","ata_description","jasc_code","operator_control_number","failed_part","severity","jasc_description"
31185,53,"Fuselage","5310","AALA202601154980","other",0,"FUSELAGE MAIN, STRUCTURE"
33233,53,"Fuselage","5320","AALA202601156914","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29521,33,"Lights","3350","AALA202511281293","other",1,"EMERGENCY LIGHTING"
31085,32,"Landing Gear","3260","AALA202512013139","sensor",3,"LANDING GEAR POSITION AND WARNING"
31154,75,"Bleed Air","7510","AALA202512024203","engine",3,"ENGINE ANTI-ICING SYSTEM"
29527,28,"Fuel","2820","AALA202512025375","switch",1,"ACFT FUEL DISTRIB. SYSTEM"
29520,52,"Doors","5250","AALA202511103376","door",0,"FIXED INNER DOORS"
29504,34,"Navigation","3410","AALA202511106585","other",3,"FLIGHT ENVIRONMENT DATA"
31259,53,"Fuselage","5320","AALA202511118451","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30083,28,"Fuel","2820","AALA202511128991","pump",3,"ACFT FUEL DISTRIB. SYSTEM"
33327,33,"Lights","3350","AALA202511153658","other",1,"EMERGENCY LIGHTING"
33327,33,"Lights","3350","AALA202511154552","battery",1,"EMERGENCY LIGHTING"
29528,25,"Equipment / Furnishings","2560","AALA202511175088","other",1,"EMERGENCY EQUIPMENT"
29528,33,"Lights","3350","AALA202511283255","other",1,"EMERGENCY LIGHTING"
44486,27,"Flight Controls","2720","AALA202511187613","other",3,"RUDDER CONTROL SYSTEM"
40763,28,"Fuel","2820","AALA202511190417","pump",1,"ACFT FUEL DISTRIB. SYSTEM"
29577,21,"Air Conditioning","2150","AALA202511194401","pack",3,"CABIN COOLING SYSTEM"
31255,53,"Fuselage","5340","AALA202511246893","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
31154,75,"Bleed Air","7510","AALA202511254203","CND",3,"ENGINE ANTI-ICING SYSTEM"
31185,53,"Fuselage","5320","AALA202511263673","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31101,33,"Lights","3350","AALA202512012116","other",1,"EMERGENCY LIGHTING"
29505,53,"Fuselage","5330","AALA202512012602","other",0,"FUSELAGE MAIN, PLATE/SKIN"
33256,25,"Equipment / Furnishings","2560","AALA202512019372","other",1,"EMERGENCY EQUIPMENT"
30081,52,"Doors","5210","AALA202511077803","CND",0,"PASSENGER/CREW DOORS"
44454,33,"Lights","3350","AALA202511124246","other",1,"EMERGENCY LIGHTING"
29536,52,"Doors","5250","AALA202511126686","door",0,"FIXED INNER DOORS"
30095,28,"Fuel","2820","AALA202511134332","CND",3,"ACFT FUEL DISTRIB. SYSTEM"
30858,33,"Lights","3350","AALA202511136382","other",1,"EMERGENCY LIGHTING"
29523,52,"Doors","5210","AALA202511244623","door",0,"PASSENGER/CREW DOORS"
31172,25,"Equipment / Furnishings","2560","AALA202511245682","door",1,"EMERGENCY EQUIPMENT"
30093,32,"Landing Gear","3240","AALA202511244327","control unit",3,"LANDING GEAR BRAKE SYSTEM"
31185,53,"Fuselage","5310","AALA202601156486","other",0,"FUSELAGE MAIN, STRUCTURE"
33492,25,"Equipment / Furnishings","2560","AALA202511041627","other",1,"EMERGENCY EQUIPMENT"
31185,53,"Fuselage","5320","AALA202512021106","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44486,27,"Flight Controls","2730","AALA202512027613","module",3,"ELEVATOR CONTROL SYSTEM"
30093,32,"Landing Gear","3240","AALA202512028486","transducer",3,"LANDING GEAR BRAKE SYSTEM"
30093,32,"Landing Gear","3210","AALA202512022587","transducer",3,"MAIN LANDING GEAR"
31161,27,"Flight Controls","2750","AALA202511066130","CND",3,"TE FLAP CONTROL SYSTEM"
44454,33,"Lights","3350","AALA202511105684","circuit breaker",1,"EMERGENCY LIGHTING"
44475,52,"Doors","5250","AALA202511187087","door",0,"FIXED INNER DOORS"
31135,33,"Lights","3350","AALA202511188886","door",1,"EMERGENCY LIGHTING"
29517,27,"Flight Controls","2730","AALA202511188320","actuator",2,"ELEVATOR CONTROL SYSTEM"
30099,25,"Equipment / Furnishings","2560","AALA202511208783","door",1,"EMERGENCY EQUIPMENT"
33233,53,"Fuselage","5340","AALA202511210899","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
44494,21,"Air Conditioning","2160","AALA202511197470","probe",3,"CABIN TEMPERATURE CONTROL SYSTEM"
33343,53,"Fuselage","5340","AALA202511244438","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29508,53,"Fuselage","5330","AALA202511240406","other",0,"FUSELAGE MAIN, PLATE/SKIN"
30905,52,"Doors","5210","AALA202511249722","door",0,"PASSENGER/CREW DOORS"
31234,33,"Lights","3350","AALA202511248015","other",1,"EMERGENCY LIGHTING"
31185,53,"Fuselage","5320","AALA202601151327","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31273,33,"Lights","3350","AALA202511054144","other",1,"EMERGENCY LIGHTING"
33321,25,"Equipment / Furnishings","2560","AALA202511078517","other",1,"EMERGENCY EQUIPMENT"
29508,53,"Fuselage","5320","AALA202512096434","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40580,25,"Equipment / Furnishings","2560","AALA202511173972","other",1,"EMERGENCY EQUIPMENT"
33519,52,"Doors","5210","AALA202511202177","latch",0,"PASSENGER/CREW DOORS"
33234,53,"Fuselage","5320","AALA202511214931","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29523,52,"Doors","5210","AALA202511245665","door",0,"PASSENGER/CREW DOORS"
33345,28,"Fuel","2840","AALA202511240492","other",3,"ACFT FUEL INDICATING SYSTEM"
29538,33,"Lights","3350","AALA202511262617","other",1,"EMERGENCY LIGHTING"
33234,25,"Equipment / Furnishings","2560","AALA202511268745","door",1,"EMERGENCY EQUIPMENT"
31185,53,"Fuselage","5310","AALA202512223252","other",0,"FUSELAGE MAIN, STRUCTURE"
33240,52,"Doors","5250","AALA202511037617","door",0,"FIXED INNER DOORS"
44472,33,"Lights","3350","AALA202511048793","pack",1,"EMERGENCY LIGHTING"
31280,33,"Lights","3350","AALA202511041624","other",1,"EMERGENCY LIGHTING"
30905,21,"Air Conditioning","2130","AALA202512026742","switch",3,"CABIN PRESSURE CONTROL SYSTEM"
29505,55,"Stabilizers","5510","AALA202512038349","control rod",0,"HORIZONTAL STABILIZER STRUCTURE"
29523,53,"Fuselage","5320","AALA202512034133","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29565,52,"Doors","5250","AALA202511100644","CND",0,"FIXED INNER DOORS"
29536,52,"Doors","5250","AALA202511106686","CND",0,"FIXED INNER DOORS"
33343,25,"Equipment / Furnishings","2560","AALA202511122748","latch",1,"EMERGENCY EQUIPMENT"
31185,52,"Doors","5210","AALA202511131286","other",0,"PASSENGER/CREW DOORS"
33327,33,"Lights","3350","AALA202511155108","other",1,"EMERGENCY LIGHTING"
33327,33,"Lights","3350","AALA202511158788","pack",1,"EMERGENCY LIGHTING"
33239,52,"Doors","5250","AALA202511172904","door",0,"FIXED INNER DOORS"
30906,34,"Navigation","3440","AALA202511170218","antenna",0,"INDEPENDENT POS. DETERMINING SYSTEM"
30906,34,"Navigation","3440","AALA202511179177","antenna",0,"INDEPENDENT POS. DETERMINING SYSTEM"
40767,72,"Engine","7260","AALA202511255348","engine",3,"TURBINE ENGINE ACCESSORY DRIVE"
31185,53,"Fuselage","5310","AALA202601154039","other",0,"FUSELAGE MAIN, STRUCTURE"
31185,53,"Fuselage","5320","AALA202601154732","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33344,52,"Doors","5210","AALA202512055002","door",0,"PASSENGER/CREW DOORS"
44488,25,"Equipment / Furnishings","2560","AALA202511079371","door",1,"EMERGENCY EQUIPMENT"
30079,25,"Equipment / Furnishings","2560","AALA202501215272","door",1,"EMERGENCY EQUIPMENT"
30083,28,"Fuel","2820","AALA202511128743","pump",3,"ACFT FUEL DISTRIB. SYSTEM"
29523,52,"Doors","5210","AALA202511133883","door",0,"PASSENGER/CREW DOORS"
40580,25,"Equipment / Furnishings","2560","AALA202511176533","other",1,"EMERGENCY EQUIPMENT"
33234,53,"Fuselage","5310","AALA202511219112","other",0,"FUSELAGE MAIN, STRUCTURE"
33234,53,"Fuselage","5310","AALA202511214980","other",0,"FUSELAGE MAIN, STRUCTURE"
29505,53,"Fuselage","5340","AALA202511246187","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29535,21,"Air Conditioning","2120","AALA202512022695","fan",3,"AIR DISTRIBUTION SYSTEM"
29509,52,"Doors","5210","AALA202404104022","door",0,"PASSENGER/CREW DOORS"
29508,52,"Doors","5210","AALA202511181446","door",0,"PASSENGER/CREW DOORS"
29505,53,"Fuselage","5320","AALA202404160568","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29566,33,"Lights","3350","AALA202404295900","pack",1,"EMERGENCY LIGHTING"
31208,33,"Lights","3350","AALA202404226884","door",1,"EMERGENCY LIGHTING"
30083,53,"Fuselage","5340","AALA202404180117","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
30599,53,"Fuselage","5320","AALA202404183916","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33212,33,"Lights","3350","AALA202404309267","other",1,"EMERGENCY LIGHTING"
40764,28,"Fuel","2840","AALA202405062973","compensator",3,"ACFT FUEL INDICATING SYSTEM"
30599,53,"Fuselage","5320","AALA202404196346","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29506,28,"Fuel","2820","AALA202404084023","CND",1,"ACFT FUEL DISTRIB. SYSTEM"
31155,33,"Lights","3350","AALA202404082176","other",1,"EMERGENCY LIGHTING"
44481,33,"Lights","3350","AALA202404085234","CND",1,"EMERGENCY LIGHTING"
31225,52,"Doors","5250","AALA202404152783","latch",0,"FIXED INNER DOORS"
30599,53,"Fuselage","5320","AALA202404157404","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30096,33,"Lights","3350","AALA202404245163","other",1,"EMERGENCY LIGHTING"
29506,28,"Fuel","2840","AALA202404167484","valve",1,"ACFT FUEL INDICATING SYSTEM"
33239,33,"Lights","3350","AALA202404164129","other",1,"EMERGENCY LIGHTING"
30599,55,"Stabilizers","5510","AALA202404196716","other",0,"HORIZONTAL STABILIZER STRUCTURE"
30083,53,"Fuselage","5320","AALA202404260865","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29517,22,"Auto Flight","2210","AALA202502191349","computer",3,"AUTOPILOT SYSTEM"
44456,21,"Air Conditioning","2120","AALA202502193343","CND",3,"AIR DISTRIBUTION SYSTEM"
30083,53,"Fuselage","5320","AALA202404095316","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31163,53,"Fuselage","5320","AALA202502061552","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33521,28,"Fuel","2820","AALA202404092322","probe",3,"ACFT FUEL DISTRIB. SYSTEM"
29513,25,"Equipment / Furnishings","2560","AALA202404108198","other",1,"EMERGENCY EQUIPMENT"
31257,33,"Lights","3350","AALA202404105338","other",1,"EMERGENCY LIGHTING"
30916,33,"Lights","3350","AALA202404103288","battery",1,"EMERGENCY LIGHTING"
29577,33,"Lights","3350","AALA202404108653","other",1,"EMERGENCY LIGHTING"
44462,52,"Doors","5240","AALA202404120461","door",3,"SERVICE DOORS"
33205,52,"Doors","5250","AALA202404155779","CND",0,"FIXED INNER DOORS"
30083,25,"Equipment / Furnishings","2560","AALA202404157491","door",1,"EMERGENCY EQUIPMENT"
31241,53,"Fuselage","5310","AALA202404225076","panel",0,"FUSELAGE MAIN, STRUCTURE"
30914,57,"Wings","5730","AALA202404221811","panel",0,"WING, PLATES/SKINS"
40764,28,"Fuel","2800","AALA202404166125","CND",3,"AIRCRAFT FUEL SYSTEM"
31173,52,"Doors","5250","AALA202404163369","hinge",0,"FIXED INNER DOORS"
29522,53,"Fuselage","5320","AALA202404291082","fan",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29521,32,"Landing Gear","3260","AALA202404293042","CND",3,"LANDING GEAR POSITION AND WARNING"
30096,53,"Fuselage","5320","AALA202404306876","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30096,53,"Fuselage","5320","AALA202404302072","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29577,57,"Wings","5730","AALA202404114077","panel",0,"WING, PLATES/SKINS"
44482,33,"Lights","3350","AALA202404305859","other",3,"EMERGENCY LIGHTING"
30914,33,"Lights","3350","AALA202405017365","other",1,"EMERGENCY LIGHTING"
31163,52,"Doors","5250","AALA202405016668","hinge",0,"FIXED INNER DOORS"
31250,28,"Fuel","2840","AALA202405019070","CND",3,"ACFT FUEL INDICATING SYSTEM"
33316,32,"Landing Gear","3230","AALA202502044551","CND",3,"LANDING GEAR RETRACT/EXTEND SYSTEM"
40764,28,"Fuel","2840","AALA202405066964","compensator",3,"ACFT FUEL INDICATING SYSTEM"
40764,28,"Fuel","2840","AALA202405060858","compensator",3,"ACFT FUEL INDICATING SYSTEM"
29571,57,"Wings","5750","AALA202404224178","other",0,"WING, CONTROL SURFACES"
30599,53,"Fuselage","5320","AALA202404248324","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30096,52,"Doors","5250","AALA202404165204","CND",0,"FIXED INNER DOORS"
29555,25,"Equipment / Furnishings","2560","AALA202404169574","other",1,"EMERGENCY EQUIPMENT"
31241,53,"Fuselage","5310","AALA202404251311","other",0,"FUSELAGE MAIN, STRUCTURE"
31178,25,"Equipment / Furnishings","2560","AALA202404173139","door",1,"EMERGENCY EQUIPMENT"
33224,25,"Equipment / Furnishings","2560","AALA202404181120","door",3,"EMERGENCY EQUIPMENT"
30083,53,"Fuselage","5320","AALA202404260143","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44483,33,"Lights","3350","AALA202404294472","other",1,"EMERGENCY LIGHTING"
29534,49,"Airborne Auxiliary Power","4910","AALA202404057469","apu component",0,"APU COWLING/CONTAINMENT"
29574,52,"Doors","5250","AALA202404309915","door",0,"FIXED INNER DOORS"
31111,25,"Equipment / Furnishings","2560","AALA202404029940","battery",1,"EMERGENCY EQUIPMENT"
40764,28,"Fuel","2840","AALA202405065125","compensator",3,"ACFT FUEL INDICATING SYSTEM"
40762,52,"Doors","5250","AALA202404099025","door",0,"FIXED INNER DOORS"
29533,33,"Lights","3350","AALA202404092836","other",3,"EMERGENCY LIGHTING"
29513,25,"Equipment / Furnishings","2560","AALA202404098198","CND",1,"EMERGENCY EQUIPMENT"
30083,53,"Fuselage","5320","AALA202404105536","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31145,55,"Stabilizers","5510","AALA202405130531","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29513,21,"Air Conditioning","2120","AALA202404127263","panel",3,"AIR DISTRIBUTION SYSTEM"
30598,25,"Equipment / Furnishings","2560","AALA202404226379","other",1,"EMERGENCY EQUIPMENT"
31270,52,"Doors","5210","AALA202404224931","door",3,"PASSENGER/CREW DOORS"
29572,52,"Doors","5210","AALA202404241192","door",0,"PASSENGER/CREW DOORS"
33224,25,"Equipment / Furnishings","2560","AALA202404171120","CND",3,"EMERGENCY EQUIPMENT"
30083,53,"Fuselage","5310","AALA202404186575","other",0,"FUSELAGE MAIN, STRUCTURE"
44460,29,"Hydraulic Power","2930","AALA202404300256","other",3,"HYDRAULIC INDICATING SYSTEM"
31205,52,"Doors","5250","AALA202404032300","door",0,"FIXED INNER DOORS"
40764,28,"Fuel","2840","AALA202405063702","compensator",3,"ACFT FUEL INDICATING SYSTEM"
44465,25,"Equipment / Furnishings","2560","AALA202502190158","door",1,"EMERGENCY EQUIPMENT"
33211,33,"Lights","3350","AALA202404084020","other",1,"EMERGENCY LIGHTING"
30080,33,"Lights","3350","AALA202404082131","other",1,"EMERGENCY LIGHTING"
29529,33,"Lights","3350","AALA202404098209","other",1,"EMERGENCY LIGHTING"
44466,21,"Air Conditioning","2120","AALA202404107715","panel",3,"AIR DISTRIBUTION SYSTEM"
30599,53,"Fuselage","5310","AALA202404309502","panel",0,"FUSELAGE MAIN, STRUCTURE"
30906,33,"Lights","3350","AALA202405025146","other",1,"EMERGENCY LIGHTING"
29573,53,"Fuselage","5320","AALA202503115456","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31218,52,"Doors","5250","AALA202404120162","door",0,"FIXED INNER DOORS"
33206,52,"Doors","5250","AALA202404082993","latch",0,"FIXED INNER DOORS"
30083,53,"Fuselage","5310","AALA202404107568","other",0,"FUSELAGE MAIN, STRUCTURE"
29532,53,"Fuselage","5320","AALA202404228211","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30094,21,"Air Conditioning","2120","AALA202505281108","sensor",3,"AIR DISTRIBUTION SYSTEM"
30599,25,"Equipment / Furnishings","2560","AALA202404243898","door",1,"EMERGENCY EQUIPMENT"
30599,53,"Fuselage","5320","AALA202404185354","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29522,38,"Water / Waste","3830","AALA202404294749","fan",1,"WASTE DISPOSAL SYSTEM"
31217,25,"Equipment / Furnishings","2560","AALA202404082024","door",1,"EMERGENCY EQUIPMENT"
29573,53,"Fuselage","5320","AALA202502245777","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40764,28,"Fuel","2840","AALA202405066125","compensator",3,"ACFT FUEL INDICATING SYSTEM"
31257,33,"Lights","3350","AALA202404052635","other",1,"EMERGENCY LIGHTING"
44466,38,"Water / Waste","3830","AALA202404103689","panel",3,"WASTE DISPOSAL SYSTEM"
29534,52,"Doors","5250","AALA202404220367","door",0,"FIXED INNER DOORS"
29521,25,"Equipment / Furnishings","2530","AALA202404249531","CND",1,"BUFFET/GALLEYS"
29505,54,"Nacelles/Pylons","5410","AALA202404176083","panel",0,"NACELLE/PYLON, MAIN FRAME"
31241,53,"Fuselage","5340","AALA202404263953","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
31147,21,"Air Conditioning","2120","AALA202404194757","fan",3,"AIR DISTRIBUTION SYSTEM"
31205,52,"Doors","5250","AALA202404022300","CND",0,"FIXED INNER DOORS"
44467,52,"Doors","5250","AALA202404021049","panel",0,"FIXED INNER DOORS"
33243,25,"Equipment / Furnishings","2560","AALA202404029754","pack",3,"EMERGENCY EQUIPMENT"
44477,52,"Doors","5250","AALA202405017716","door",0,"FIXED INNER DOORS"
29555,52,"Doors","5250","AALA202404034284","door",0,"FIXED INNER DOORS"
29505,33,"Lights","3350","AALA202404032454","door",1,"EMERGENCY LIGHTING"
30083,53,"Fuselage","5320","AALA202404097899","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29507,52,"Doors","5250","AALA202404098022","hinge",3,"FIXED INNER DOORS"
29577,57,"Wings","5730","AALA202404114285","panel",0,"WING, PLATES/SKINS"
68115,52,"Doors","5250","AALA202404150217","door",0,"FIXED INNER DOORS"
30599,53,"Fuselage","5320","AALA202404159896","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29505,53,"Fuselage","5320","AALA202404161230","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29506,28,"Fuel","2820","AALA202404164023","valve",1,"ACFT FUEL DISTRIB. SYSTEM"
33521,28,"Fuel","2800","AALA202404167325","CND",3,"AIRCRAFT FUEL SYSTEM"
29571,57,"Wings","5750","AALA202404164178","CND",0,"WING, CONTROL SURFACES"
30599,53,"Fuselage","5310","AALA202404191117","other",0,"FUSELAGE MAIN, STRUCTURE"
29521,32,"Landing Gear","3230","AALA202404189097","module",3,"LANDING GEAR RETRACT/EXTEND SYSTEM"
30096,53,"Fuselage","5320","AALA202404303413","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33348,33,"Lights","3350","AALA202404309542","CND",1,"EMERGENCY LIGHTING"
29536,25,"Equipment / Furnishings","2560","AALA202404308445","door",1,"EMERGENCY EQUIPMENT"
30908,55,"Stabilizers","5510","AALA202405017992","other",0,"HORIZONTAL STABILIZER STRUCTURE"
31111,25,"Equipment / Furnishings","2560","AALA202404029281","door",1,"EMERGENCY EQUIPMENT"
33234,25,"Equipment / Furnishings","2560","AALA202505197222","door",3,"EMERGENCY EQUIPMENT"
40764,28,"Fuel","2840","AALA202405061475","compensator",3,"ACFT FUEL INDICATING SYSTEM"
31269,52,"Doors","5210","AALA202404049604","CND",3,"PASSENGER/CREW DOORS"
30914,57,"Wings","5730","AALA202404254293","panel",0,"WING, PLATES/SKINS"
30599,53,"Fuselage","5320","AALA202404245448","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31145,53,"Fuselage","5310","AALA202404291912","other",0,"FUSELAGE MAIN, STRUCTURE"
29519,29,"Hydraulic Power","2910","AALA202404095208","CND",3,"HYDRAULIC SYSTEM, MAIN"
31190,52,"Doors","5250","AALA202404156975","door",0,"FIXED INNER DOORS"
33315,55,"Stabilizers","5510","AALA202404160266","other",0,"HORIZONTAL STABILIZER STRUCTURE"
30083,53,"Fuselage","5320","AALA202404100637","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44454,25,"Equipment / Furnishings","2560","AALA202404114537","door",1,"EMERGENCY EQUIPMENT"
44481,33,"Lights","3350","AALA202404115234","other",1,"EMERGENCY LIGHTING"
30599,53,"Fuselage","5320","AALA202404226901","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31145,53,"Fuselage","5320","AALA202405175498","control rod",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33213,33,"Lights","3350","AALA202404223261","other",1,"EMERGENCY LIGHTING"
33521,28,"Fuel","2820","AALA202404238037","other",3,"ACFT FUEL DISTRIB. SYSTEM"
29505,53,"Fuselage","5320","AALA202404163457","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29505,53,"Fuselage","5320","AALA202404165047","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33241,28,"Fuel","2840","AALA202404253737","other",3,"ACFT FUEL INDICATING SYSTEM"
29534,53,"Fuselage","5310","AALA202404167935","other",0,"FUSELAGE MAIN, STRUCTURE"
30599,53,"Fuselage","5320","AALA202404265765","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31145,53,"Fuselage","5320","AALA202406263008","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29573,52,"Doors","5250","AALA202404294821","door",0,"FIXED INNER DOORS"
29577,55,"Stabilizers","5510","AALA202404029941","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29506,32,"Landing Gear","3220","AALA202404306693","other",3,"NOSE/TAIL LANDING GEAR"
29515,52,"Doors","5250","AALA202405014284","door",0,"FIXED INNER DOORS"
33348,33,"Lights","3350","AALA202405019956","other",1,"EMERGENCY LIGHTING"
31229,33,"Lights","3350","AALA202502106308","CND",1,"EMERGENCY LIGHTING"
31145,53,"Fuselage","5320","AALA202405083011","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33489,72,"Engine","7260","AALA202404080100","filter",3,"TURBINE ENGINE ACCESSORY DRIVE"
33203,33,"Lights","3350","AALA202404097530","door",3,"EMERGENCY LIGHTING"
29562,33,"Lights","3350","AALA202404102825","other",1,"EMERGENCY LIGHTING"
44469,52,"Doors","5250","AALA202404121456","door",0,"FIXED INNER DOORS"
31242,57,"Wings","5750","AALA202404308860","other",0,"WING, CONTROL SURFACES"
44456,52,"Doors","5250","AALA202404054868","door",0,"FIXED INNER DOORS"
30083,53,"Fuselage","5310","AALA202404107299","wheel",0,"FUSELAGE MAIN, STRUCTURE"
30599,53,"Fuselage","5320","AALA202404228536","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31097,28,"Fuel","2820","AALA202404226674","switch",3,"ACFT FUEL DISTRIB. SYSTEM"
31073,52,"Doors","5250","AALA202404237882","door",0,"FIXED INNER DOORS"
30599,53,"Fuselage","5320","AALA202404242636","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29534,53,"Fuselage","5320","AALA202404165962","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44464,25,"Equipment / Furnishings","2560","AALA202404240850","door",1,"EMERGENCY EQUIPMENT"
33318,52,"Doors","5250","AALA202404268467","CND",0,"FIXED INNER DOORS"
30083,53,"Fuselage","5320","AALA202404188522","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30083,53,"Fuselage","5320","AALA202404260437","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31083,52,"Doors","5250","AALA202404264647","door",0,"FIXED INNER DOORS"
29509,33,"Lights","3350","AALA202404083764","other",1,"EMERGENCY LIGHTING"
29512,33,"Lights","3350","AALA202404081476","CND",1,"EMERGENCY LIGHTING"
30916,33,"Lights","3350","AALA202404083288","CND",1,"EMERGENCY LIGHTING"
29535,52,"Doors","5250","AALA202404080460","door",0,"FIXED INNER DOORS"
29524,53,"Fuselage","5330","AALA202404103340","other",0,"FUSELAGE MAIN, PLATE/SKIN"
31158,52,"Doors","5250","AALA202404129762","door",0,"FIXED INNER DOORS"
33316,25,"Equipment / Furnishings","2560","AALA202404299629","door",1,"EMERGENCY EQUIPMENT"
29505,53,"Fuselage","5320","AALA202404167180","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31242,33,"Lights","3350","AALA202404242946","other",1,"EMERGENCY LIGHTING"
30599,53,"Fuselage","5320","AALA202404244244","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29521,25,"Equipment / Furnishings","2530","AALA202404259531","oven",1,"BUFFET/GALLEYS"
31275,52,"Doors","5250","AALA202404169775","door",0,"FIXED INNER DOORS"
31228,52,"Doors","5250","AALA202404259178","latch",0,"FIXED INNER DOORS"
68115,25,"Equipment / Furnishings","2560","AALA202404290023","door",1,"EMERGENCY EQUIPMENT"
30091,25,"Equipment / Furnishings","2560","AALA202404306249","other",1,"EMERGENCY EQUIPMENT"
29525,33,"Lights","3350","AALA202404302403","other",1,"EMERGENCY LIGHTING"
31091,33,"Lights","3350","AALA202404022944","other",1,"EMERGENCY LIGHTING"
33521,28,"Fuel","2810","AALA202405018037","other",3,"FUEL STORAGE"
33348,33,"Lights","3350","AALA202405019542","other",1,"EMERGENCY LIGHTING"
31071,25,"Equipment / Furnishings","2560","AALA202404038799","other",1,"EMERGENCY EQUIPMENT"
29540,33,"Lights","3350","AALA202404034217","other",1,"EMERGENCY LIGHTING"
31137,27,"Flight Controls","2750","AALA202505283224","CND",3,"TE FLAP CONTROL SYSTEM"
40764,28,"Fuel","2840","AALA202405069053","compensator",3,"ACFT FUEL INDICATING SYSTEM"
40764,28,"Fuel","2840","AALA202405060021","compensator",3,"ACFT FUEL INDICATING SYSTEM"
33319,52,"Doors","5250","AALA202405066717","door",0,"FIXED INNER DOORS"
33210,25,"Equipment / Furnishings","2560","AALA202404047507","battery",1,"EMERGENCY EQUIPMENT"
33521,28,"Fuel","2820","AALA202404095725","probe",3,"ACFT FUEL DISTRIB. SYSTEM"
44466,21,"Air Conditioning","2120","AALA202404097715","CND",3,"AIR DISTRIBUTION SYSTEM"
31075,25,"Equipment / Furnishings","2560","AALA202404121034","pack",1,"EMERGENCY EQUIPMENT"
29544,32,"Landing Gear","3230","AALA202404157127","valve",2,"LANDING GEAR RETRACT/EXTEND SYSTEM"
33521,28,"Fuel","2820","AALA202404157452","valve",1,"ACFT FUEL DISTRIB. SYSTEM"
31261,25,"Equipment / Furnishings","2560","AALA202404157124","battery",1,"EMERGENCY EQUIPMENT"
30600,33,"Lights","3350","AALA202404159641","other",1,"EMERGENCY LIGHTING"
30599,53,"Fuselage","5320","AALA202404157247","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33225,25,"Equipment / Furnishings","2560","AALA202404191972","battery",1,"EMERGENCY EQUIPMENT"
31103,52,"Doors","5250","AALA202404235868","CND",0,"FIXED INNER DOORS"
